Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"addPolicyPage.setPolicyFieldsWithDefaultValues(data, ""policyCreateValue"")",Chrome 126.0.0.0,,,2024-08-16 02:29:49,2024-08-16 02:29:53,3.978s,PASSED
"policyNumber = addPolicyPage.getValue(""policyNumber"")",Chrome 126.0.0.0,,,2024-08-16 02:29:53,2024-08-16 02:29:53,0.067s,PASSED
"addPolicyPage.clickElement(""addPolicySubmitButton"")",Chrome 126.0.0.0,,,2024-08-16 02:29:53,2024-08-16 02:29:53,0.171s,PASSED
"applicantOverviewPage.clickElement(""policyApplicationSettingsBtn"")",Chrome 126.0.0.0,,,2024-08-16 02:29:53,2024-08-16 02:29:55,1.961s,PASSED
applicantOverviewPage.modifyShownPolicy(),Chrome 126.0.0.0,,,2024-08-16 02:29:55,2024-08-16 02:29:56,0.808s,PASSED
"applicantOverviewPage.clickElement(""selectPolicy"")",Chrome 126.0.0.0,,,2024-08-16 02:29:56,2024-08-16 02:29:57,0.638s,PASSED
"result = verifyTextPresent(lob, false)",Chrome 126.0.0.0,,,2024-08-16 02:29:57,2024-08-16 02:29:57,0.256s,PASSED
resList.add(String.valueOf(result)),Chrome 126.0.0.0,,,2024-08-16 02:29:57,2024-08-16 02:29:57,0.000s,PASSED
"navBar.clickElement(""policyManagementIcon"")",Chrome 126.0.0.0,,,2024-08-16 02:29:57,2024-08-16 02:29:57,0.163s,PASSED
"navBar.clickElement(""policyTransactionsLink"")",Chrome 126.0.0.0,,,2024-08-16 02:29:57,2024-08-16 02:29:58,0.937s,PASSED
"policyTxns.setTextField(""searchPolicyOrApplicant"", policyNumber)",Chrome 126.0.0.0,,,2024-08-16 02:29:58,2024-08-16 02:29:59,0.390s,PASSED
"sublobpresentmatchedpage = verifyTextPresent(""SubLOB"", true)",Chrome 126.0.0.0,,,2024-08-16 02:29:59,2024-08-16 02:29:59,0.230s,PASSED
resList.add(String.valueOf(sublobpresentmatchedpage)),Chrome 126.0.0.0,,,2024-08-16 02:29:59,2024-08-16 02:29:59,0.000s,PASSED
"!(resList.contains(""false""))",Chrome 126.0.0.0,,,2024-08-16 02:29:59,2024-08-16 02:29:59,0.001s,PASSED
Start listener action : AfterTestCase,Chrome 126.0.0.0,,,2024-08-16 02:29:59,2024-08-16 02:29:59,0.039s,PASSED
,,,,,,,
Test Cases/policyManagement/VerifyDeletedTransactions,Chrome 126.0.0.0,,,2024-08-16 02:29:59,2024-08-16 02:30:37,38.046s,PASSED
Start listener action : BeforeTestCase,Chrome 126.0.0.0,,,2024-08-16 02:29:59,2024-08-16 02:29:59,0.125s,PASSED
"dataFilePath = ""Data Files/policyManagement/policyDownloadMatching""",Chrome 126.0.0.0,,,2024-08-16 02:29:59,2024-08-16 02:29:59,0.001s,PASSED
tc = new VerifyDeletedTransactions(dataFilePath),Chrome 126.0.0.0,,,2024-08-16 02:29:59,2024-08-16 02:29:59,0.022s,PASSED
"policyColumnData = ""Data Files/policyManagement/policyManagementColumn""",Chrome 126.0.0.0,,,2024-08-16 02:29:59,2024-08-16 02:29:59,0.000s,PASSED
"applicantFieldData = ""Data Files/applicants/defaultDataCreateApplicant""",Chrome 126.0.0.0,,,2024-08-16 02:29:59,2024-08-16 02:29:59,0.001s,PASSED
tc.run(),Chrome 126.0.0.0,,,2024-08-16 02:29:59,2024-08-16 02:29:59,0.001s,PASSED
"navBar.hoverElement(""applicantsIcon"")",Chrome 126.0.0.0,,,2024-08-16 02:29:59,2024-08-16 02:29:59,0.206s,PASSED
"navBar.clickElement(""createApplicantLink"")",Chrome 126.0.0.0,,,2024-08-16 02:29:59,2024-08-16 02:30:01,1.682s,PASSED
applicantFields = findTestData(applicantFieldData),Chrome 126.0.0.0,,,2024-08-16 02:30:01,2024-08-16 02:30:01,0.004s,PASSED
"lobVerifyIndex = applicantOverviewPage.getRowIndexOfScenarioName(data, ""lobVerify"")",Chrome 126.0.0.0,,,2024-08-16 02:30:01,2024-08-16 02:30:01,0.001s,PASSED
"lob = data.getValue(""lob"", lobVerifyIndex)",Chrome 126.0.0.0,,,2024-08-16 02:30:01,2024-08-16 02:30:01,0.000s,PASSED
"createNewApp.setApplicantFieldsWithDefaultValues(applicantFields, ""applicantFieldValue"")",Chrome 126.0.0.0,,,2024-08-16 02:30:01,2024-08-16 02:30:08,6.918s,PASSED
"createNewApp.clickElement(""applicantSaveButton"")",Chrome 126.0.0.0,,,2024-08-16 02:30:08,2024-08-16 02:30:08,0.242s,PASSED
applicantPolicyPage = new pageClasses.applicants.ApplicantPolicyPage(),Chrome 126.0.0.0,,,2024-08-16 02:30:08,2024-08-16 02:30:08,0.001s,PASSED
applicantPolicyPage.goToAddPolicyPage(),Chrome 126.0.0.0,,,2024-08-16 02:30:08,2024-08-16 02:30:13,5.073s,PASSED
"addPolicyPage.setPolicyFieldsWithDefaultValues(data, ""policyCreateValue"")",Chrome 126.0.0.0,,,2024-08-16 02:30:13,2024-08-16 02:30:18,5.113s,PASSED
"policyNumberOriginal = addPolicyPage.getValue(""policyNumber"")",Chrome 126.0.0.0,,,2024-08-16 02:30:18,2024-08-16 02:30:18,0.068s,PASSED
"addPolicyPage.setPolicyEffectiveAndExpirationDates(""lastYearMinus"", ""lastWeek"")",Chrome 126.0.0.0,,,2024-08-16 02:30:18,2024-08-16 02:30:19,0.936s,PASSED
addPolicyPage.clickSave(),Chrome 126.0.0.0,,,2024-08-16 02:30:19,2024-08-16 02:30:23,3.170s,PASSED
applicantOverviewPage.renewPolicy(policyNumberOriginal),Chrome 126.0.0.0,,,2024-08-16 02:30:23,2024-08-16 02:30:24,1.183s,PASSED
policyNumberUpdated = addPolicyPage.setRandomPolicyNumber(),Chrome 126.0.0.0,,,2024-08-16 02:30:24,2024-08-16 02:30:25,0.816s,PASSED
"addPolicyPage.setPolicyEffectiveAndExpirationDates("""", ""nextYear"")",Chrome 126.0.0.0,,,2024-08-16 02:30:25,2024-08-16 02:30:25,0.882s,PASSED
addPolicyPage.clickRenewPolicy(),Chrome 126.0.0.0,,,2024-08-16 02:30:25,2024-08-16 02:30:27,1.530s,PASSED
applicantPolicyPage.selectPolicyCard(policyNumberUpdated),Chrome 126.0.0.0,,,2024-08-16 02:30:27,2024-08-16 02:30:28,0.886s,PASSED
"policyHistoryPage.waitForSpecificElement(""historyTab"")",Chrome 126.0.0.0,,,2024-08-16 02:30:28,2024-08-16 02:30:28,0.185s,PASSED
"policyHistoryPage.clickElement(""historyTab"")",Chrome 126.0.0.0,,,2024-08-16 02:30:28,2024-08-16 02:30:29,0.516s,PASSED
isUpdated = policyHistoryPage.verifyActivePolicyNumber(policyNumberUpdated),Chrome 126.0.0.0,,,2024-08-16 02:30:29,2024-08-16 02:30:30,1.303s,PASSED
resList.add(String.valueOf(isUpdated)),Chrome 126.0.0.0,,,2024-08-16 02:30:30,2024-08-16 02:30:30,0.000s,PASSED
policyHistoryPage.deleteTransaction(policyNumberUpdated),Chrome 126.0.0.0,,,2024-08-16 02:30:30,2024-08-16 02:30:35,5.410s,PASSED
isUpdated = policyHistoryPage.verifyActivePolicyNumber(policyNumberOriginal),Chrome 126.0.0.0,,,2024-08-16 02:30:35,2024-08-16 02:30:37,1.528s,PASSED
resList.add(String.valueOf(isUpdated)),Chrome 126.0.0.0,,,2024-08-16 02:30:37,2024-08-16 02:30:37,0.000s,PASSED
"!(resList.contains(""false""))",Chrome 126.0.0.0,,,2024-08-16 02:30:37,2024-08-16 02:30:37,0.001s,PASSED
Start listener action : AfterTestCase,Chrome 126.0.0.0,,,2024-08-16 02:30:37,2024-08-16 02:30:37,0.027s,PASSED
